drug_id,smiles
Durg::240,NC(=O)N1c2ccccc2C=Cc2ccccc21
Durg::241,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
Durg::242,CC(C)NCC(O)COc1cccc2ccccc12
Durg::243,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
Durg::244,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
Durg::245,Clc1cccc(Cl)c1NC1=NCCN1
Durg::246,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
Durg::247,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
Durg::248,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Durg::249,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
Durg::250,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
Durg::251,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Durg::252,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
Durg::253,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Durg::254,CCC1(C)CC(=O)NC1=O
Durg::255,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
Durg::256,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
Durg::257,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
Durg::258,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Durg::259,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
Durg::260,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Durg::261,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
Durg::262,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Durg::263,CCc1cc(C(N)=S)ccn1
Durg::264,Oc1ccc2c(c1)[C@]13CCCC[C@@]1(O)[C@H](C2)N(CC1CCC1)CC3
Durg::265,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
Durg::266,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
Durg::267,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
Durg::268,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Durg::269,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
Durg::270,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
Durg::271,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
Durg::272,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Durg::273,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
Durg::274,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
Durg::275,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
Durg::276,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
Durg::277,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
Durg::278,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
Durg::279,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Durg::280,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Durg::281,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
Durg::282,C[C@@H]1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C[C@]2(O)CC(O)C(C(=O)O)C(CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
Durg::283,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
Durg::284,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
Durg::285,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
Durg::286,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
Durg::287,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C
Durg::288,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
Durg::289,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
Durg::290,CNC1(C)C2CCC(C2)C1(C)C
Durg::291,CC(=O)NCCCS(=O)(=O)O
Durg::292,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
Durg::293,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
Durg::294,CNC[C@H](O)c1ccc(O)c(O)c1
Durg::295,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
Durg::296,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
Durg::297,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
Durg::298,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Durg::299,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
Durg::300,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
Durg::301,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Durg::302,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
Durg::303,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
Durg::304,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
Durg::305,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
Durg::306,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Durg::307,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
Durg::308,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
Durg::309,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
Durg::310,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
Durg::311,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
Durg::312,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
Durg::313,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
Durg::314,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Durg::315,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
Durg::316,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
Durg::317,Clc1ccc2nsnc2c1NC1=NCCN1
Durg::318,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
Durg::319,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
Durg::320,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
Durg::321,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
Durg::322,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Durg::323,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
Durg::324,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
Durg::325,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
Durg::326,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Durg::327,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Durg::328,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
Durg::329,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
Durg::330,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
Durg::331,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
Durg::332,CCN(CC)CCOC(=O)c1ccc(N)cc1
Durg::333,CC(C)Cn1cnc2c(N)nc3ccccc3c21
Durg::334,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Durg::335,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
Durg::336,c1ccc2[nH]c(-c3cscn3)nc2c1
Durg::337,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
Durg::338,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
Durg::339,C[n+]1ccccc1/C=N/O
Durg::340,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Durg::341,Nc1nc2ccc(OC(F)(F)F)cc2s1
Durg::342,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Durg::343,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
Durg::344,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
Durg::345,CCCNC(C)C(=O)Nc1ccccc1C
Durg::346,NC1=NCC2c3ccccc3Cc3ccccc3N12
Durg::347,FC(F)OC(Cl)C(F)(F)F
Durg::348,CCN1C(=O)NC(c2ccccc2)C1=O
Durg::349,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
Durg::350,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
Durg::351,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
Durg::352,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Durg::353,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
Durg::354,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
Durg::355,Cn1cc[nH]c1=S
Durg::356,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
Durg::357,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Durg::358,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
Durg::359,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
Durg::360,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
Durg::361,NNCCc1ccccc1
Durg::362,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
Durg::363,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Durg::364,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Durg::365,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Durg::366,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
Durg::367,CCC1(c2ccccc2)C(=O)NCNC1=O
Durg::368,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
Durg::369,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Durg::370,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
Durg::371,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
Durg::372,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
Durg::373,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
Durg::374,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
Durg::375,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
Durg::376,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
Durg::377,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
Durg::378,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
Durg::379,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Durg::380,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
Durg::381,CC(C)c1cccc(C(C)C)c1O
Durg::382,CC(=O)Nc1nnc(S(N)(=O)=O)s1
Durg::383,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
Durg::384,CCN(CC)C(=S)SSC(=S)N(CC)CC
Durg::385,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
Durg::386,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
Durg::387,C[C@@H]1O[C@@H]1P(=O)(O)O
Durg::388,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
Durg::389,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Durg::390,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
Durg::391,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
Durg::392,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
Durg::393,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
Durg::394,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
Durg::395,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
Durg::396,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
Durg::397,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Durg::398,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
Durg::399,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
Durg::400,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Durg::401,CN(C)/N=N/c1[nH]cnc1C(N)=O
Durg::402,Cn1nnc2c(C(N)=O)ncn2c1=O
Durg::403,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
Durg::404,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
Durg::405,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
Durg::406,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
Durg::407,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
Durg::408,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
Durg::409,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
Durg::410,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
Durg::411,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
Durg::412,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
Durg::413,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
Durg::414,COc1ccccc1OCC(O)CO
Durg::415,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
Durg::416,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
Durg::417,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
Durg::418,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
Durg::419,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
Durg::420,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
Durg::421,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2
Durg::422,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Durg::423,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Durg::424,CCO
Durg::425,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
Durg::426,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
Durg::427,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
Durg::428,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
Durg::429,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1
Durg::430,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
Durg::431,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
Durg::432,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Durg::433,NS(=O)(=O)Cc1noc2ccccc12
Durg::434,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
Durg::435,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
Durg::436,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
Durg::437,NC12CC3CC(CC(C3)C1)C2
Durg::438,Cc1ncc([N+](=O)[O-])n1CCO
Durg::439,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
Durg::440,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
Durg::441,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
Durg::442,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
Durg::443,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
Durg::444,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
Durg::445,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
Durg::446,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
Durg::447,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
Durg::448,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
Durg::449,CCN(CC)C(C)C(=O)c1ccccc1
Durg::450,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
Durg::451,NC(=O)OCC(COC(N)=O)c1ccccc1
Durg::452,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
Durg::453,NNC(=O)c1ccncc1
Durg::454,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
Durg::455,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
Durg::456,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
Durg::457,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
Durg::458,CC(C)NCC(O)COc1cccc2[nH]ccc12
Durg::459,Cc1cccc(C)c1NC(=O)C1CCCCN1C
Durg::460,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
Durg::461,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
Durg::462,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
Durg::463,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
Durg::464,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
Durg::465,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
Durg::466,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
Durg::467,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
Durg::468,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
Durg::469,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
Durg::470,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
Durg::471,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
Durg::472,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
Durg::473,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
Durg::474,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
Durg::475,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
Durg::476,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
Durg::477,NCCc1ccc(O)c(O)c1
Durg::478,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
Durg::479,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
Durg::480,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
Durg::481,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
Durg::482,C1[C@H]([C@@H]([C@@H]2[C@@H]([C@H]1N)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)NC[C@@H]4[C@H]([C@H]([C@@H](O4)O2)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)CN)O)O)N)O)N
Durg::483,NCC1(CC(=O)O)CCCCC1
