head,relation,tail,label
Durg::193,drug_target_interaction,Protein::709,0.0
Durg::338,drug_target_interaction,Protein::860,0.0
Durg::603,drug_target_interaction,Protein::164,0.0
Durg::261,drug_target_interaction,Protein::72,0.0
Durg::43,drug_target_interaction,Protein::374,0.0
Durg::159,drug_target_interaction,Protein::368,0.0
Durg::621,drug_target_interaction,Protein::402,0.0
Durg::601,drug_target_interaction,Protein::51,0.0
Durg::322,drug_target_interaction,Protein::640,0.0
Durg::500,drug_target_interaction,Protein::765,0.0
Durg::463,drug_target_interaction,Protein::117,0.0
Durg::546,drug_target_interaction,Protein::413,0.0
Durg::486,drug_target_interaction,Protein::127,0.0
Durg::239,drug_target_interaction,Protein::1172,0.0
Durg::197,drug_target_interaction,Protein::25,0.0
Durg::549,drug_target_interaction,Protein::924,0.0
Durg::316,drug_target_interaction,Protein::722,0.0
Durg::656,drug_target_interaction,Protein::422,0.0
Durg::380,drug_target_interaction,Protein::357,0.0
Durg::92,drug_target_interaction,Protein::32,0.0
Durg::479,drug_target_interaction,Protein::14,0.0
Durg::426,drug_target_interaction,Protein::256,0.0
Durg::363,drug_target_interaction,Protein::852,0.0
Durg::210,drug_target_interaction,Protein::311,0.0
Durg::341,drug_target_interaction,Protein::640,0.0
Durg::410,drug_target_interaction,Protein::379,0.0
Durg::352,drug_target_interaction,Protein::113,0.0
Durg::7,drug_target_interaction,Protein::1038,0.0
Durg::76,drug_target_interaction,Protein::765,0.0
Durg::483,drug_target_interaction,Protein::140,0.0
Durg::191,drug_target_interaction,Protein::134,0.0
Durg::339,drug_target_interaction,Protein::324,0.0
Durg::286,drug_target_interaction,Protein::739,0.0
Durg::2,drug_target_interaction,Protein::550,0.0
Durg::630,drug_target_interaction,Protein::183,0.0
Durg::321,drug_target_interaction,Protein::924,0.0
Durg::570,drug_target_interaction,Protein::494,0.0
Durg::316,drug_target_interaction,Protein::636,0.0
Durg::576,drug_target_interaction,Protein::461,0.0
Durg::327,drug_target_interaction,Protein::505,0.0
Durg::373,drug_target_interaction,Protein::324,0.0
Durg::285,drug_target_interaction,Protein::452,0.0
Durg::264,drug_target_interaction,Protein::581,0.0
Durg::277,drug_target_interaction,Protein::641,0.0
Durg::233,drug_target_interaction,Protein::1009,0.0
Durg::247,drug_target_interaction,Protein::997,0.0
Durg::176,drug_target_interaction,Protein::657,0.0
Durg::363,drug_target_interaction,Protein::183,0.0
Durg::118,drug_target_interaction,Protein::857,0.0
Durg::694,drug_target_interaction,Protein::495,0.0
Durg::638,drug_target_interaction,Protein::62,0.0
Durg::427,drug_target_interaction,Protein::996,0.0
Durg::602,drug_target_interaction,Protein::1153,0.0
Durg::50,drug_target_interaction,Protein::324,0.0
Durg::601,drug_target_interaction,Protein::120,0.0
Durg::633,drug_target_interaction,Protein::993,0.0
Durg::172,drug_target_interaction,Protein::421,0.0
Durg::565,drug_target_interaction,Protein::1506,0.0
Durg::89,drug_target_interaction,Protein::253,0.0
Durg::145,drug_target_interaction,Protein::1145,0.0
Durg::286,drug_target_interaction,Protein::851,0.0
Durg::607,drug_target_interaction,Protein::466,0.0
Durg::5,drug_target_interaction,Protein::127,0.0
Durg::115,drug_target_interaction,Protein::421,0.0
Durg::383,drug_target_interaction,Protein::401,0.0
Durg::458,drug_target_interaction,Protein::610,0.0
Durg::70,drug_target_interaction,Protein::1022,0.0
Durg::54,drug_target_interaction,Protein::442,0.0
Durg::570,drug_target_interaction,Protein::570,0.0
Durg::163,drug_target_interaction,Protein::421,0.0
Durg::168,drug_target_interaction,Protein::572,0.0
Durg::278,drug_target_interaction,Protein::493,0.0
Durg::401,drug_target_interaction,Protein::60,0.0
Durg::260,drug_target_interaction,Protein::569,0.0
Durg::458,drug_target_interaction,Protein::94,0.0
Durg::588,drug_target_interaction,Protein::151,0.0
Durg::520,drug_target_interaction,Protein::665,0.0
Durg::615,drug_target_interaction,Protein::545,0.0
Durg::580,drug_target_interaction,Protein::140,0.0
Durg::244,drug_target_interaction,Protein::145,0.0
Durg::3,drug_target_interaction,Protein::1188,0.0
Durg::546,drug_target_interaction,Protein::326,0.0
Durg::84,drug_target_interaction,Protein::1015,0.0
Durg::283,drug_target_interaction,Protein::13,0.0
Durg::413,drug_target_interaction,Protein::527,0.0
Durg::290,drug_target_interaction,Protein::1041,0.0
Durg::457,drug_target_interaction,Protein::1173,0.0
Durg::317,drug_target_interaction,Protein::427,0.0
Durg::375,drug_target_interaction,Protein::459,0.0
Durg::543,drug_target_interaction,Protein::143,0.0
Durg::418,drug_target_interaction,Protein::661,0.0
Durg::592,drug_target_interaction,Protein::358,0.0
Durg::592,drug_target_interaction,Protein::247,0.0
Durg::259,drug_target_interaction,Protein::858,0.0
Durg::266,drug_target_interaction,Protein::924,0.0
Durg::203,drug_target_interaction,Protein::1164,0.0
Durg::449,drug_target_interaction,Protein::2,0.0
Durg::369,drug_target_interaction,Protein::120,0.0
Durg::400,drug_target_interaction,Protein::71,0.0
Durg::529,drug_target_interaction,Protein::526,0.0
Durg::75,drug_target_interaction,Protein::421,0.0
Durg::26,drug_target_interaction,Protein::477,0.0
Durg::350,drug_target_interaction,Protein::433,0.0
Durg::338,drug_target_interaction,Protein::64,0.0
Durg::364,drug_target_interaction,Protein::992,0.0
Durg::588,drug_target_interaction,Protein::206,0.0
Durg::151,drug_target_interaction,Protein::362,0.0
Durg::532,drug_target_interaction,Protein::34,0.0
Durg::58,drug_target_interaction,Protein::232,0.0
Durg::92,drug_target_interaction,Protein::368,0.0
Durg::485,drug_target_interaction,Protein::681,0.0
Durg::641,drug_target_interaction,Protein::324,0.0
Durg::436,drug_target_interaction,Protein::589,0.0
Durg::116,drug_target_interaction,Protein::1186,0.0
Durg::626,drug_target_interaction,Protein::857,0.0
Durg::312,drug_target_interaction,Protein::773,0.0
Durg::136,drug_target_interaction,Protein::739,0.0
Durg::36,drug_target_interaction,Protein::21,0.0
Durg::375,drug_target_interaction,Protein::916,0.0
Durg::13,drug_target_interaction,Protein::95,0.0
Durg::663,drug_target_interaction,Protein::1119,0.0
Durg::625,drug_target_interaction,Protein::67,0.0
Durg::180,drug_target_interaction,Protein::366,0.0
Durg::698,drug_target_interaction,Protein::608,0.0
Durg::17,drug_target_interaction,Protein::1163,0.0
Durg::188,drug_target_interaction,Protein::1154,0.0
Durg::87,drug_target_interaction,Protein::112,0.0
Durg::419,drug_target_interaction,Protein::614,0.0
Durg::32,drug_target_interaction,Protein::1299,0.0
Durg::371,drug_target_interaction,Protein::106,0.0
Durg::667,drug_target_interaction,Protein::505,0.0
Durg::108,drug_target_interaction,Protein::237,0.0
Durg::163,drug_target_interaction,Protein::1181,0.0
Durg::355,drug_target_interaction,Protein::326,0.0
Durg::137,drug_target_interaction,Protein::670,0.0
Durg::99,drug_target_interaction,Protein::493,0.0
Durg::23,drug_target_interaction,Protein::290,0.0
Durg::179,drug_target_interaction,Protein::637,0.0
Durg::327,drug_target_interaction,Protein::28,0.0
Durg::315,drug_target_interaction,Protein::196,0.0
Durg::549,drug_target_interaction,Protein::814,0.0
Durg::16,drug_target_interaction,Protein::206,0.0
Durg::0,drug_target_interaction,Protein::1166,0.0
Durg::126,drug_target_interaction,Protein::1166,0.0
Durg::68,drug_target_interaction,Protein::1177,0.0
Durg::5,drug_target_interaction,Protein::426,0.0
Durg::220,drug_target_interaction,Protein::1177,0.0
Durg::436,drug_target_interaction,Protein::852,0.0
Durg::373,drug_target_interaction,Protein::106,0.0
Durg::266,drug_target_interaction,Protein::592,0.0
Durg::632,drug_target_interaction,Protein::43,0.0
Durg::64,drug_target_interaction,Protein::1181,0.0
Durg::172,drug_target_interaction,Protein::265,0.0
Durg::581,drug_target_interaction,Protein::357,0.0
Durg::88,drug_target_interaction,Protein::1181,0.0
Durg::87,drug_target_interaction,Protein::513,0.0
Durg::161,drug_target_interaction,Protein::530,0.0
Durg::684,drug_target_interaction,Protein::433,0.0
Durg::532,drug_target_interaction,Protein::1176,0.0
Durg::553,drug_target_interaction,Protein::113,0.0
Durg::618,drug_target_interaction,Protein::362,0.0
Durg::4,drug_target_interaction,Protein::1507,0.0
Durg::603,drug_target_interaction,Protein::62,0.0
Durg::700,drug_target_interaction,Protein::709,0.0
Durg::514,drug_target_interaction,Protein::1168,0.0
Durg::480,drug_target_interaction,Protein::366,0.0
Durg::266,drug_target_interaction,Protein::1011,0.0
Durg::669,drug_target_interaction,Protein::419,0.0
Durg::279,drug_target_interaction,Protein::545,0.0
Durg::641,drug_target_interaction,Protein::40,0.0
Durg::663,drug_target_interaction,Protein::186,0.0
Durg::219,drug_target_interaction,Protein::360,0.0
Durg::82,drug_target_interaction,Protein::335,0.0
Durg::333,drug_target_interaction,Protein::195,0.0
Durg::123,drug_target_interaction,Protein::453,0.0
Durg::443,drug_target_interaction,Protein::141,0.0
Durg::180,drug_target_interaction,Protein::496,0.0
Durg::319,drug_target_interaction,Protein::319,0.0
Durg::181,drug_target_interaction,Protein::572,0.0
Durg::413,drug_target_interaction,Protein::140,0.0
Durg::127,drug_target_interaction,Protein::407,0.0
Durg::58,drug_target_interaction,Protein::266,0.0
Durg::422,drug_target_interaction,Protein::150,0.0
Durg::90,drug_target_interaction,Protein::58,0.0
Durg::626,drug_target_interaction,Protein::1060,0.0
Durg::287,drug_target_interaction,Protein::186,0.0
Durg::570,drug_target_interaction,Protein::203,0.0
Durg::363,drug_target_interaction,Protein::493,0.0
Durg::645,drug_target_interaction,Protein::448,0.0
Durg::276,drug_target_interaction,Protein::496,0.0
Durg::700,drug_target_interaction,Protein::40,0.0
Durg::205,drug_target_interaction,Protein::7,0.0
Durg::42,drug_target_interaction,Protein::10,0.0
Durg::448,drug_target_interaction,Protein::81,0.0
Durg::445,drug_target_interaction,Protein::989,0.0
Durg::61,drug_target_interaction,Protein::340,0.0
Durg::534,drug_target_interaction,Protein::186,0.0
Durg::279,drug_target_interaction,Protein::581,0.0
Durg::148,drug_target_interaction,Protein::430,0.0
Durg::42,drug_target_interaction,Protein::859,0.0
Durg::228,drug_target_interaction,Protein::624,0.0
Durg::392,drug_target_interaction,Protein::134,0.0
Durg::651,drug_target_interaction,Protein::1201,0.0
Durg::626,drug_target_interaction,Protein::25,0.0
Durg::13,drug_target_interaction,Protein::461,0.0
Durg::281,drug_target_interaction,Protein::135,0.0
Durg::606,drug_target_interaction,Protein::1151,0.0
Durg::297,drug_target_interaction,Protein::916,0.0
Durg::442,drug_target_interaction,Protein::997,0.0
Durg::406,drug_target_interaction,Protein::196,0.0
Durg::448,drug_target_interaction,Protein::427,0.0
Durg::361,drug_target_interaction,Protein::362,0.0
Durg::252,drug_target_interaction,Protein::99,0.0
Durg::535,drug_target_interaction,Protein::280,0.0
Durg::609,drug_target_interaction,Protein::142,0.0
Durg::420,drug_target_interaction,Protein::707,0.0
Durg::229,drug_target_interaction,Protein::256,0.0
Durg::594,drug_target_interaction,Protein::241,0.0
Durg::423,drug_target_interaction,Protein::817,0.0
Durg::72,drug_target_interaction,Protein::98,0.0
Durg::404,drug_target_interaction,Protein::549,0.0
Durg::199,drug_target_interaction,Protein::81,0.0
Durg::69,drug_target_interaction,Protein::588,0.0
Durg::272,drug_target_interaction,Protein::986,0.0
Durg::451,drug_target_interaction,Protein::1138,0.0
Durg::463,drug_target_interaction,Protein::656,0.0
Durg::569,drug_target_interaction,Protein::440,0.0
Durg::524,drug_target_interaction,Protein::114,0.0
Durg::356,drug_target_interaction,Protein::448,0.0
Durg::486,drug_target_interaction,Protein::1173,0.0
Durg::431,drug_target_interaction,Protein::241,0.0
Durg::643,drug_target_interaction,Protein::924,0.0
Durg::543,drug_target_interaction,Protein::1502,0.0
Durg::92,drug_target_interaction,Protein::1160,0.0
Durg::541,drug_target_interaction,Protein::514,0.0
Durg::384,drug_target_interaction,Protein::1503,0.0
Durg::391,drug_target_interaction,Protein::1178,0.0
Durg::397,drug_target_interaction,Protein::738,0.0
Durg::602,drug_target_interaction,Protein::477,0.0
Durg::205,drug_target_interaction,Protein::1164,0.0
Durg::528,drug_target_interaction,Protein::146,0.0
Durg::693,drug_target_interaction,Protein::144,0.0
Durg::445,drug_target_interaction,Protein::48,0.0
Durg::373,drug_target_interaction,Protein::516,0.0
Durg::654,drug_target_interaction,Protein::326,0.0
Durg::690,drug_target_interaction,Protein::258,0.0
Durg::570,drug_target_interaction,Protein::429,0.0
Durg::224,drug_target_interaction,Protein::1041,0.0
Durg::684,drug_target_interaction,Protein::995,0.0
Durg::16,drug_target_interaction,Protein::115,0.0
Durg::383,drug_target_interaction,Protein::278,0.0
Durg::327,drug_target_interaction,Protein::992,0.0
Durg::339,drug_target_interaction,Protein::78,0.0
Durg::373,drug_target_interaction,Protein::927,0.0
Durg::572,drug_target_interaction,Protein::138,0.0
Durg::148,drug_target_interaction,Protein::101,0.0
Durg::631,drug_target_interaction,Protein::315,0.0
Durg::602,drug_target_interaction,Protein::383,0.0
Durg::257,drug_target_interaction,Protein::48,0.0
Durg::538,drug_target_interaction,Protein::330,0.0
Durg::93,drug_target_interaction,Protein::123,0.0
Durg::593,drug_target_interaction,Protein::207,0.0
Durg::534,drug_target_interaction,Protein::1203,0.0
Durg::252,drug_target_interaction,Protein::994,0.0
Durg::3,drug_target_interaction,Protein::817,0.0
Durg::473,drug_target_interaction,Protein::85,0.0
Durg::286,drug_target_interaction,Protein::663,0.0
Durg::240,drug_target_interaction,Protein::185,0.0
Durg::240,drug_target_interaction,Protein::1381,0.0
Durg::234,drug_target_interaction,Protein::1176,0.0
Durg::338,drug_target_interaction,Protein::75,0.0
Durg::132,drug_target_interaction,Protein::12,0.0
Durg::572,drug_target_interaction,Protein::402,0.0
Durg::337,drug_target_interaction,Protein::82,0.0
Durg::15,drug_target_interaction,Protein::32,0.0
Durg::594,drug_target_interaction,Protein::918,0.0
Durg::32,drug_target_interaction,Protein::663,0.0
Durg::54,drug_target_interaction,Protein::259,0.0
Durg::540,drug_target_interaction,Protein::512,0.0
Durg::102,drug_target_interaction,Protein::78,0.0
Durg::116,drug_target_interaction,Protein::851,0.0
Durg::294,drug_target_interaction,Protein::18,0.0
Durg::374,drug_target_interaction,Protein::114,0.0
Durg::492,drug_target_interaction,Protein::442,0.0
Durg::677,drug_target_interaction,Protein::681,0.0
Durg::448,drug_target_interaction,Protein::1010,0.0
Durg::9,drug_target_interaction,Protein::988,0.0
Durg::193,drug_target_interaction,Protein::124,0.0
Durg::340,drug_target_interaction,Protein::512,0.0
Durg::433,drug_target_interaction,Protein::295,0.0
Durg::678,drug_target_interaction,Protein::288,0.0
Durg::210,drug_target_interaction,Protein::357,0.0
Durg::396,drug_target_interaction,Protein::1153,0.0
Durg::610,drug_target_interaction,Protein::127,0.0
Durg::74,drug_target_interaction,Protein::108,0.0
Durg::273,drug_target_interaction,Protein::379,0.0
Durg::114,drug_target_interaction,Protein::1177,0.0
Durg::388,drug_target_interaction,Protein::1175,0.0
Durg::289,drug_target_interaction,Protein::636,0.0
Durg::430,drug_target_interaction,Protein::681,0.0
Durg::112,drug_target_interaction,Protein::654,0.0
Durg::421,drug_target_interaction,Protein::423,0.0
Durg::564,drug_target_interaction,Protein::581,0.0
Durg::94,drug_target_interaction,Protein::486,0.0
Durg::560,drug_target_interaction,Protein::72,0.0
Durg::476,drug_target_interaction,Protein::570,0.0
Durg::400,drug_target_interaction,Protein::121,0.0
Durg::199,drug_target_interaction,Protein::991,0.0
Durg::132,drug_target_interaction,Protein::654,0.0
Durg::86,drug_target_interaction,Protein::610,0.0
Durg::261,drug_target_interaction,Protein::745,0.0
Durg::283,drug_target_interaction,Protein::312,0.0
Durg::268,drug_target_interaction,Protein::150,0.0
Durg::641,drug_target_interaction,Protein::62,0.0
Durg::312,drug_target_interaction,Protein::1504,0.0
Durg::567,drug_target_interaction,Protein::318,0.0
Durg::78,drug_target_interaction,Protein::640,0.0
Durg::421,drug_target_interaction,Protein::82,0.0
Durg::690,drug_target_interaction,Protein::563,0.0
Durg::559,drug_target_interaction,Protein::1175,0.0
Durg::514,drug_target_interaction,Protein::273,0.0
Durg::703,drug_target_interaction,Protein::12,0.0
Durg::494,drug_target_interaction,Protein::654,0.0
Durg::536,drug_target_interaction,Protein::208,0.0
Durg::379,drug_target_interaction,Protein::12,0.0
Durg::454,drug_target_interaction,Protein::524,0.0
Durg::384,drug_target_interaction,Protein::379,0.0
Durg::685,drug_target_interaction,Protein::440,0.0
Durg::560,drug_target_interaction,Protein::1181,0.0
Durg::68,drug_target_interaction,Protein::814,0.0
Durg::395,drug_target_interaction,Protein::72,0.0
Durg::534,drug_target_interaction,Protein::475,0.0
Durg::383,drug_target_interaction,Protein::141,0.0
Durg::374,drug_target_interaction,Protein::196,0.0
Durg::685,drug_target_interaction,Protein::625,0.0
Durg::413,drug_target_interaction,Protein::10,0.0
Durg::544,drug_target_interaction,Protein::112,0.0
Durg::62,drug_target_interaction,Protein::1034,0.0
Durg::259,drug_target_interaction,Protein::402,0.0
Durg::552,drug_target_interaction,Protein::326,0.0
Durg::451,drug_target_interaction,Protein::265,0.0
Durg::121,drug_target_interaction,Protein::1186,0.0
Durg::314,drug_target_interaction,Protein::377,0.0
Durg::393,drug_target_interaction,Protein::302,0.0
Durg::618,drug_target_interaction,Protein::495,0.0
Durg::497,drug_target_interaction,Protein::922,0.0
Durg::554,drug_target_interaction,Protein::141,0.0
Durg::668,drug_target_interaction,Protein::346,0.0
Durg::427,drug_target_interaction,Protein::515,0.0
Durg::650,drug_target_interaction,Protein::407,0.0
Durg::61,drug_target_interaction,Protein::814,0.0
Durg::516,drug_target_interaction,Protein::244,0.0
Durg::251,drug_target_interaction,Protein::1382,0.0
Durg::10,drug_target_interaction,Protein::560,0.0
Durg::344,drug_target_interaction,Protein::366,0.0
Durg::576,drug_target_interaction,Protein::181,0.0
Durg::468,drug_target_interaction,Protein::33,0.0
Durg::310,drug_target_interaction,Protein::74,0.0
Durg::66,drug_target_interaction,Protein::647,0.0
Durg::41,drug_target_interaction,Protein::457,0.0
Durg::95,drug_target_interaction,Protein::1184,0.0
Durg::7,drug_target_interaction,Protein::1180,0.0
Durg::203,drug_target_interaction,Protein::60,0.0
Durg::293,drug_target_interaction,Protein::752,0.0
Durg::273,drug_target_interaction,Protein::266,0.0
Durg::303,drug_target_interaction,Protein::1055,0.0
Durg::324,drug_target_interaction,Protein::112,0.0
Durg::492,drug_target_interaction,Protein::696,0.0
Durg::122,drug_target_interaction,Protein::7,0.0
Durg::595,drug_target_interaction,Protein::238,0.0
Durg::193,drug_target_interaction,Protein::1168,0.0
Durg::537,drug_target_interaction,Protein::32,0.0
Durg::694,drug_target_interaction,Protein::207,0.0
Durg::662,drug_target_interaction,Protein::1162,0.0
Durg::244,drug_target_interaction,Protein::647,0.0
Durg::63,drug_target_interaction,Protein::642,0.0
Durg::632,drug_target_interaction,Protein::327,0.0
Durg::489,drug_target_interaction,Protein::263,0.0
Durg::599,drug_target_interaction,Protein::25,0.0
Durg::651,drug_target_interaction,Protein::986,0.0
Durg::138,drug_target_interaction,Protein::494,0.0
Durg::526,drug_target_interaction,Protein::572,0.0
Durg::696,drug_target_interaction,Protein::42,0.0
Durg::5,drug_target_interaction,Protein::610,0.0
Durg::381,drug_target_interaction,Protein::253,0.0
Durg::434,drug_target_interaction,Protein::993,0.0
Durg::262,drug_target_interaction,Protein::1170,0.0
Durg::689,drug_target_interaction,Protein::315,0.0
Durg::652,drug_target_interaction,Protein::201,0.0
Durg::99,drug_target_interaction,Protein::423,0.0
Durg::36,drug_target_interaction,Protein::1146,0.0
Durg::343,drug_target_interaction,Protein::1150,0.0
Durg::379,drug_target_interaction,Protein::1166,0.0
Durg::89,drug_target_interaction,Protein::572,0.0
Durg::602,drug_target_interaction,Protein::7,0.0
Durg::154,drug_target_interaction,Protein::197,0.0
Durg::219,drug_target_interaction,Protein::1151,0.0
Durg::638,drug_target_interaction,Protein::42,0.0
Durg::204,drug_target_interaction,Protein::1185,0.0
Durg::70,drug_target_interaction,Protein::244,0.0
Durg::154,drug_target_interaction,Protein::285,0.0
Durg::441,drug_target_interaction,Protein::330,0.0
Durg::613,drug_target_interaction,Protein::512,0.0
Durg::262,drug_target_interaction,Protein::1060,0.0
Durg::121,drug_target_interaction,Protein::993,0.0
Durg::356,drug_target_interaction,Protein::120,0.0
Durg::337,drug_target_interaction,Protein::364,0.0
Durg::286,drug_target_interaction,Protein::625,0.0
Durg::26,drug_target_interaction,Protein::745,0.0
Durg::669,drug_target_interaction,Protein::1180,0.0
Durg::516,drug_target_interaction,Protein::300,0.0
Durg::430,drug_target_interaction,Protein::453,0.0
Durg::308,drug_target_interaction,Protein::13,0.0
Durg::544,drug_target_interaction,Protein::309,0.0
Durg::395,drug_target_interaction,Protein::1015,0.0
Durg::346,drug_target_interaction,Protein::253,0.0
Durg::25,drug_target_interaction,Protein::857,0.0
Durg::253,drug_target_interaction,Protein::470,0.0
Durg::602,drug_target_interaction,Protein::1060,0.0
Durg::288,drug_target_interaction,Protein::518,0.0
Durg::47,drug_target_interaction,Protein::783,0.0
Durg::696,drug_target_interaction,Protein::583,0.0
Durg::394,drug_target_interaction,Protein::516,0.0
Durg::571,drug_target_interaction,Protein::359,0.0
Durg::579,drug_target_interaction,Protein::1150,0.0
Durg::121,drug_target_interaction,Protein::550,0.0
Durg::308,drug_target_interaction,Protein::625,0.0
Durg::298,drug_target_interaction,Protein::997,0.0
Durg::493,drug_target_interaction,Protein::778,0.0
Durg::557,drug_target_interaction,Protein::505,0.0
Durg::315,drug_target_interaction,Protein::389,0.0
Durg::537,drug_target_interaction,Protein::2,0.0
Durg::334,drug_target_interaction,Protein::426,0.0
Durg::302,drug_target_interaction,Protein::67,0.0
Durg::507,drug_target_interaction,Protein::516,0.0
Durg::221,drug_target_interaction,Protein::315,0.0
Durg::114,drug_target_interaction,Protein::858,0.0
Durg::575,drug_target_interaction,Protein::99,0.0
Durg::480,drug_target_interaction,Protein::538,0.0
Durg::481,drug_target_interaction,Protein::322,0.0
Durg::143,drug_target_interaction,Protein::390,0.0
Durg::12,drug_target_interaction,Protein::288,0.0
Durg::310,drug_target_interaction,Protein::196,0.0
Durg::300,drug_target_interaction,Protein::240,0.0
Durg::449,drug_target_interaction,Protein::359,0.0
Durg::379,drug_target_interaction,Protein::189,0.0
Durg::229,drug_target_interaction,Protein::460,0.0
Durg::275,drug_target_interaction,Protein::857,0.0
Durg::371,drug_target_interaction,Protein::694,0.0
Durg::529,drug_target_interaction,Protein::509,0.0
Durg::35,drug_target_interaction,Protein::201,0.0
Durg::557,drug_target_interaction,Protein::248,0.0
Durg::624,drug_target_interaction,Protein::146,0.0
Durg::159,drug_target_interaction,Protein::106,0.0
Durg::561,drug_target_interaction,Protein::424,0.0
Durg::272,drug_target_interaction,Protein::994,0.0
Durg::295,drug_target_interaction,Protein::1060,0.0
Durg::474,drug_target_interaction,Protein::389,0.0
Durg::505,drug_target_interaction,Protein::247,0.0
Durg::143,drug_target_interaction,Protein::85,0.0
Durg::6,drug_target_interaction,Protein::200,0.0
Durg::569,drug_target_interaction,Protein::127,0.0
Durg::22,drug_target_interaction,Protein::390,0.0
Durg::68,drug_target_interaction,Protein::144,0.0
Durg::11,drug_target_interaction,Protein::495,0.0
Durg::567,drug_target_interaction,Protein::186,0.0
Durg::349,drug_target_interaction,Protein::285,0.0
Durg::631,drug_target_interaction,Protein::918,0.0
Durg::24,drug_target_interaction,Protein::778,0.0
Durg::89,drug_target_interaction,Protein::636,0.0
Durg::350,drug_target_interaction,Protein::583,0.0
Durg::247,drug_target_interaction,Protein::189,0.0
Durg::366,drug_target_interaction,Protein::243,0.0
Durg::431,drug_target_interaction,Protein::285,0.0
Durg::239,drug_target_interaction,Protein::1000,0.0
Durg::136,drug_target_interaction,Protein::221,0.0
Durg::13,drug_target_interaction,Protein::18,0.0
Durg::287,drug_target_interaction,Protein::225,0.0
Durg::626,drug_target_interaction,Protein::94,0.0
Durg::46,drug_target_interaction,Protein::84,0.0
Durg::24,drug_target_interaction,Protein::64,0.0
Durg::391,drug_target_interaction,Protein::201,0.0
Durg::528,drug_target_interaction,Protein::88,0.0
Durg::607,drug_target_interaction,Protein::853,0.0
Durg::290,drug_target_interaction,Protein::518,0.0
Durg::675,drug_target_interaction,Protein::120,0.0
Durg::557,drug_target_interaction,Protein::433,0.0
Durg::639,drug_target_interaction,Protein::482,0.0
Durg::354,drug_target_interaction,Protein::288,0.0
Durg::535,drug_target_interaction,Protein::324,0.0
Durg::228,drug_target_interaction,Protein::400,0.0
Durg::458,drug_target_interaction,Protein::516,0.0
Durg::74,drug_target_interaction,Protein::33,0.0
Durg::585,drug_target_interaction,Protein::1178,0.0
Durg::58,drug_target_interaction,Protein::1055,0.0
Durg::690,drug_target_interaction,Protein::496,0.0
Durg::526,drug_target_interaction,Protein::2,0.0
Durg::278,drug_target_interaction,Protein::134,0.0
Durg::122,drug_target_interaction,Protein::311,0.0
Durg::557,drug_target_interaction,Protein::206,0.0
Durg::250,drug_target_interaction,Protein::493,0.0
Durg::500,drug_target_interaction,Protein::62,0.0
Durg::38,drug_target_interaction,Protein::310,0.0
Durg::409,drug_target_interaction,Protein::85,0.0
Durg::251,drug_target_interaction,Protein::647,0.0
Durg::300,drug_target_interaction,Protein::546,0.0
Durg::111,drug_target_interaction,Protein::194,0.0
Durg::49,drug_target_interaction,Protein::266,0.0
Durg::61,drug_target_interaction,Protein::987,0.0
Durg::614,drug_target_interaction,Protein::656,0.0
Durg::297,drug_target_interaction,Protein::940,0.0
Durg::680,drug_target_interaction,Protein::493,0.0
Durg::534,drug_target_interaction,Protein::242,0.0
Durg::63,drug_target_interaction,Protein::453,0.0
Durg::275,drug_target_interaction,Protein::686,0.0
Durg::295,drug_target_interaction,Protein::359,0.0
Durg::428,drug_target_interaction,Protein::322,0.0
Durg::502,drug_target_interaction,Protein::1177,0.0
Durg::468,drug_target_interaction,Protein::207,0.0
Durg::85,drug_target_interaction,Protein::990,0.0
Durg::35,drug_target_interaction,Protein::1506,0.0
Durg::42,drug_target_interaction,Protein::58,0.0
Durg::112,drug_target_interaction,Protein::407,0.0
Durg::226,drug_target_interaction,Protein::636,0.0
Durg::691,drug_target_interaction,Protein::675,0.0
Durg::317,drug_target_interaction,Protein::62,0.0
Durg::325,drug_target_interaction,Protein::422,0.0
Durg::204,drug_target_interaction,Protein::569,0.0
Durg::163,drug_target_interaction,Protein::286,0.0
Durg::151,drug_target_interaction,Protein::1179,0.0
Durg::433,drug_target_interaction,Protein::1507,0.0
Durg::153,drug_target_interaction,Protein::545,0.0
Durg::611,drug_target_interaction,Protein::472,0.0
Durg::321,drug_target_interaction,Protein::442,0.0
Durg::486,drug_target_interaction,Protein::185,0.0
Durg::132,drug_target_interaction,Protein::32,0.0
Durg::264,drug_target_interaction,Protein::200,0.0
Durg::196,drug_target_interaction,Protein::1382,0.0
Durg::564,drug_target_interaction,Protein::613,0.0
Durg::109,drug_target_interaction,Protein::280,0.0
Durg::194,drug_target_interaction,Protein::1187,0.0
Durg::273,drug_target_interaction,Protein::380,0.0
Durg::433,drug_target_interaction,Protein::931,0.0
Durg::565,drug_target_interaction,Protein::360,0.0
Durg::220,drug_target_interaction,Protein::142,0.0
Durg::143,drug_target_interaction,Protein::636,0.0
Durg::240,drug_target_interaction,Protein::260,0.0
Durg::654,drug_target_interaction,Protein::648,0.0
Durg::82,drug_target_interaction,Protein::998,0.0
Durg::652,drug_target_interaction,Protein::523,0.0
Durg::57,drug_target_interaction,Protein::424,0.0
Durg::415,drug_target_interaction,Protein::1175,0.0
Durg::680,drug_target_interaction,Protein::78,0.0
Durg::612,drug_target_interaction,Protein::13,0.0
Durg::458,drug_target_interaction,Protein::1179,0.0
Durg::109,drug_target_interaction,Protein::362,0.0
